error,numSignals,selectSignal,samples,doas
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
False,1,0,10000,[-0.43633231299858233]
