error,numSignals,selectSignal,samples,doas
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
False,1,0,31623,[0.0]
