error,numSignals,selectSignal,samples,doas
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.01745329251994332]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
False,1,0,1000,[0.03490658503988664]
