error,numSignals,selectSignal,samples,doas
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.13962634015954634]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.13962634015954634]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.13962634015954634]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.13962634015954634]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.1919862177193763, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.1919862177193763, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.1919862177193763, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.13962634015954634]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.13962634015954634]"
False,2,0,10000,"[-0.1919862177193763, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.1919862177193763, 0.12217304763960302]"
False,2,0,10000,"[-0.1919862177193763, 0.12217304763960302]"
False,2,0,10000,"[-0.1919862177193763, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.13962634015954634]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.13962634015954634]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.13962634015954634]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
False,2,0,10000,"[-0.20943951023931962, 0.12217304763960302]"
