error,numSignals,selectSignal,samples,doas
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.593411945678072]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.593411945678072]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6283185307179586]
False,1,0,100,[-0.6457718232379019]
False,1,0,100,[-0.6108652381980153]
False,1,0,100,[-0.6108652381980153]
