error,numSignals,selectSignal,samples,doas
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
False,1,0,10000,[0.17453292519943298]
