error,numSignals,selectSignal,samples,doas
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8726646259971648]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
False,1,0,10000,[-0.8552113334772214]
